diagnostic,condition,representation,research_seed,adaptation_budget,training_final_tail,frozen_success,random_success,success_rate,start_checkpoint_fingerprint,evaluation_checkpoint_fingerprint,final_checkpoint_fingerprint,effect_updates,intervention_rate,mean_decision_regret,dead_end_entry_rate,root_action_optimality,graph_sha256,novelty_score,reusable_success_rate,creative_candidate
diagnostic_3,relational_transfer,relational_effect_representation,3001,16,,,,1.0,e071609037b5fb5d0caf8b58800750403f0ff38cfcd1d76b00e4d91a6b79a838,3fced2fabc2ad44966d87eb62eaf7a4f4a0401cb498b434aba3f1bb5900f88fc,3fced2fabc2ad44966d87eb62eaf7a4f4a0401cb498b434aba3f1bb5900f88fc,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3001,64,,,,1.0,e071609037b5fb5d0caf8b58800750403f0ff38cfcd1d76b00e4d91a6b79a838,a4b7e3b561da6ea6622022aa86d7a9907d7cd8032687c8b5e0780bf6d8a4062a,a4b7e3b561da6ea6622022aa86d7a9907d7cd8032687c8b5e0780bf6d8a4062a,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3001,0,,,,1.0,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3001,1,,,,1.0,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,70b97eed39d63fad87b36d9709ec6d75debba0d150f51df6e319fd2ccbf750a7,70b97eed39d63fad87b36d9709ec6d75debba0d150f51df6e319fd2ccbf750a7,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3001,4,,,,1.0,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,baf69ca252900c2c5a4e03423a6838ea217fe49d6b5b86fe2b8be17827686724,baf69ca252900c2c5a4e03423a6838ea217fe49d6b5b86fe2b8be17827686724,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3001,16,,,,1.0,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,66fc77c46dd91fd6f833712cc4837dce35f2e4d017bb796619145ccef53d1887,66fc77c46dd91fd6f833712cc4837dce35f2e4d017bb796619145ccef53d1887,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3001,64,,,,1.0,4eae38ca7f55a4dd0023146414ec651a3b37186f22f5389b9db8e004a253afaa,ea6aefd705ded62f676ef3651666a9f763fb74fc5cb9a6a6d5ed06061ce6422f,ea6aefd705ded62f676ef3651666a9f763fb74fc5cb9a6a6d5ed06061ce6422f,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3011,0,,,,1.0,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3011,1,,,,1.0,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,db8f085e34d9b098b173a7a9620d171e427a30d6afdc2342ee5d53d980e8dbe4,db8f085e34d9b098b173a7a9620d171e427a30d6afdc2342ee5d53d980e8dbe4,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3011,4,,,,1.0,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,202b6342854dd8150660bcae9f2c543ae03ca5390b13c1e2a04cf7f53567dbbe,202b6342854dd8150660bcae9f2c543ae03ca5390b13c1e2a04cf7f53567dbbe,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3011,16,,,,1.0,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,186d87c006e98933a29121eec15c59f088900033bf24d306cf3d690990cd60e8,186d87c006e98933a29121eec15c59f088900033bf24d306cf3d690990cd60e8,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3011,64,,,,1.0,d109b0189a7e7e7d455ea3f02d098ee97db1ba29748836a303ca3944bc57491c,da7beba07524b04848bde20c497bd4f79daccd00e824f8abc13243d872efd49a,da7beba07524b04848bde20c497bd4f79daccd00e824f8abc13243d872efd49a,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3011,0,,,,1.0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3011,1,,,,1.0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,5c102a0972683e9142300ed89c4c9769607b7dd7bede7c80770adabd6bcf40d6,5c102a0972683e9142300ed89c4c9769607b7dd7bede7c80770adabd6bcf40d6,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3011,4,,,,1.0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,6ddc819031057ff40b13af9d1ac638b040b9bc7fe5b902335936fb2f5936fbcf,6ddc819031057ff40b13af9d1ac638b040b9bc7fe5b902335936fb2f5936fbcf,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3011,16,,,,1.0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,17bd632ca5572badcaf0394b896dd9a205f5a2b26254f66e9597a8d95b2b4409,17bd632ca5572badcaf0394b896dd9a205f5a2b26254f66e9597a8d95b2b4409,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3011,64,,,,1.0,21d468edca56b7450595bcfd6fd051568d21ab9028230f1720c6a1d7f353a1f0,708cdeb001537d21d4ea6b420ac6a1314b1c9620558dace0bfeaa22a9f33391f,708cdeb001537d21d4ea6b420ac6a1314b1c9620558dace0bfeaa22a9f33391f,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3019,0,,,,1.0,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3019,1,,,,1.0,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,a7b521a81928d9bfd26466d41d2aad2995cfae803d1d66e7799f7745f39b0610,a7b521a81928d9bfd26466d41d2aad2995cfae803d1d66e7799f7745f39b0610,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3019,4,,,,1.0,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,b758b18161c8ae7dd226136064eebcc603e4a1e747dc92e66029b9c735f173e7,b758b18161c8ae7dd226136064eebcc603e4a1e747dc92e66029b9c735f173e7,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3019,16,,,,1.0,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,938b31ae1a3cb13b56d9238b395de31abe21f79f4524627bf47178228dd83c15,938b31ae1a3cb13b56d9238b395de31abe21f79f4524627bf47178228dd83c15,0,,,,,,,,
diagnostic_3,relational_transfer,relational_effect_representation,3019,64,,,,1.0,cf6a857b96d45190252725bc9fcf1e94f6a983b8ab7554aec3d7cc626d0d78b1,32158e3f273a015b52cb3b73b42953ea3bb0e2cb7107020142af825aa293cf75,32158e3f273a015b52cb3b73b42953ea3bb0e2cb7107020142af825aa293cf75,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3019,0,,,,1.0,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3019,1,,,,1.0,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,19c65b590ec0623bfdda08dfdcb6baebbbc242efce615216450dd1a955d5a022,19c65b590ec0623bfdda08dfdcb6baebbbc242efce615216450dd1a955d5a022,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3019,4,,,,1.0,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,1a33ae25f1e18085db8124d50b791f73ed2ac6758f8537f1cf2ef7510e8cb4ef,1a33ae25f1e18085db8124d50b791f73ed2ac6758f8537f1cf2ef7510e8cb4ef,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3019,16,,,,1.0,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,33f2e71db0d65294b55142b0189bb9ca2f92be20e496dd8ff0a8eea6d12cb7e3,33f2e71db0d65294b55142b0189bb9ca2f92be20e496dd8ff0a8eea6d12cb7e3,0,,,,,,,,
diagnostic_3,from_scratch,relational_effect_representation,3019,64,,,,1.0,25ab028a1c222e80aca17465647d6b0f54c688f81addb0f8bc0b1a8b5853b723,55f88582ab91c436f700894cb6611e4eda7914cb6f690dc8b93064224d6fbb7c,55f88582ab91c436f700894cb6611e4eda7914cb6f690dc8b93064224d6fbb7c,0,,,,,,,,
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,96ca44d8374768ba9fdca184e2e3eb34c42cb5e133d1eb1fa03d47a21cc88801,0.0,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,6902a537f079695127ae6501392cf5c52221733f0d7b0142d69c08ac54dc328e,0.0,0.6666666666666666,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,42f43efccb9d5f5b2331101d792771396bc205d78939713cffdd850dd103bb2b,0.21017316017316015,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,de48f31573856c180a14e4ac93cf74a0580723c421e009c97ef8740f594be66b,0.2333333333333333,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,3e7732ca53ec125bc9bfa1116c2f8aa1bd2cd55f5967a3e5b1eb42689666a71f,0.11857142857142858,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,97674b6b8842d07f4d17404197d0131142753fa562f9f7484c711a1b59837953,0.13333333333333333,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,9c20cf7a1b0319c76518890b1d2a59fcb2478da9f3dc738352de3c3f83d20c62,0.2,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,df5695d6e00059f5e138b9c248cb69938ac2da25363eaf3d999b83f930f5bc0f,0.2333333333333333,0.3333333333333333,False
diagnostic_5,full_aassr,relational_effect_representation,,0,,,,,,,,0,,,,,1ac3b3ad8eba6f11561a8875d6c53dfe6c6d536b045481084e63833e797960f1,0.23666666666666666,0.3333333333333333,False
